Область,Індекс та номер дороги,Код КОАТУУ області,Довжина (протяжність) дороги (км),Найменування дороги,Найменша ширина земляного полотна (м),"Територіальний статус (обласна, районна)"
Миколаївська,С150507,4800000000,2.4,((Н-24)-Арбузинка-Єланець-Нова Одеса)-Озеринівка,,районна
Миколаївська,С150508,4800000000,0.8,(Братське-Григорівка)-АБЗ райавтодора,,районна
Миколаївська,С150601,4800000000,8.7,(Одеса-Новий Буг)-Суха Балка,,районна
Миколаївська,С150602,4800000000,6.9,(Одеса-Новий Буг)-Урсолівка,,районна
Миколаївська,С150603,4800000000,1.7,(Одеса-Новий Буг)-Григорівка,,районна
Миколаївська,С150604,4800000000,2.2,(Одеса-Новий Буг)-Миколаївка ,,районна
Миколаївська,С150605,4800000000,3.8,(Миколаїв-Берізки)-Зоря,,районна
Миколаївська,С150606,4800000000,10.7,(Миколаїв-Берізки)-Новокатеринівка,,районна
Миколаївська,С150607,4800000000,1.2,(Миколаїв-Берізки)-Києво-Олександрівське,,районна
Миколаївська,С150608,4800000000,9.8,(Миколаїв-Берізки)-Колосівка,,районна
Миколаївська,С150609,4800000000,11.2,Староолексіївка-Штукар-Новий Степ  ,,районна
Миколаївська,С150610,4800000000,5.8,Токарівка-Бондарівка-Виноградівка,,районна
Миколаївська,С150701,4800000000,5.6,Вознесенськ-Пряме,,районна
Миколаївська,С150702,4800000000,1.6,(Братське-Вознесенськ)-Вільний Яр,,районна
Миколаївська,С150703,4800000000,2.4,(Одеса-Новий Буг)-Мартинівське,,районна
Миколаївська,С150704,4800000000,1.4,(Одеса-Новий Буг)-Степове,,районна
Миколаївська,С150705,4800000000,3.8,(Одеса-Новий Буг)-Солдатське,,районна
Миколаївська,С150706,4800000000,1.4,(Одеса-Новий Буг)-Вільне,,районна
Миколаївська,С150707,4800000000,3.0,(Одеса-Новий Буг)-Нове)-Очаківське,,районна
Миколаївська,С150708,4800000000,1.2,(Одеса-Новий Буг)-Ноукраїнка)-Шевченко,,районна
Миколаївська,С150709,4800000000,4.4,Трудове-Щербанівське,,районна
Миколаївська,С150710,4800000000,7.4,Прибужани-Глюгове,,районна
Миколаївська,С150711,4800000000,1.1,(Прибужани-Покровка)-Андрійчикове,,районна
Миколаївська,С150801,4800000000,3.2,Гражданівка-Захарівка,,районна
Миколаївська,С150802,4800000000,2.0,(Кропивницький-Платонове)-Михайлівка,,районна
Миколаївська,С150803,4800000000,5.0,((Миколаїв-Берізки)-Макієве)-Новоолексіївка,,районна
Миколаївська,С150804,4800000000,1.8,(Миколаїв-Берізки)-Врадіївський ХПП,,районна
Миколаївська,С150805,4800000000,0.7,(Миколаїв-Берізки)-Врадіївський БПП,,районна
Миколаївська,С150806,4800000000,1.5,(Филимонівка-Тарасівка)-Капітанка,,районна
Миколаївська,С150807,4800000000,4.1,(Миколаїв-Берізки)-Филимонівка-Макієве)-с.Бобрик,,районна
Миколаївська,С150901,4800000000,2.3,"(КПП ""Тимкове""-Олександрівка)-Вікторівка",,районна
Миколаївська,С150902,4800000000,2.8,Під'їзд до с.Птиче,,районна
Миколаївська,С150903,4800000000,4.4,(Миколаїв-Берізки)-Ізбашівка,,районна
Миколаївська,С151001,4800000000,2.0,((Єланець-Півні)-Ольгопіль)-Братолюбівка,,районна
Миколаївська,С151002,4800000000,2.4,(Іванівка-Малодворянка)-Федоро-Михайлівка,,районна
Миколаївська,С151003,4800000000,3.1,((Н-24)-Арбузинка-Єланець-Нова Одеса)-Кам'янка,,районна
Миколаївська,С151004,4800000000,2.2,((Н-24)-Арбузинка-Єланець-Нова Одеса)-Крутоярка ,,районна
Миколаївська,С151005,4800000000,0.4,((Н-24)-Арбузинка-Єланець-Нова Одеса)-Новоявленка,,районна
Миколаївська,С151006,4800000000,0.7,((Н-24)-Арбузинка-Єланець-Нова Одеса)-Веселий Поділ,,районна
Миколаївська,С151007,4800000000,3.1,(Одеса-Новий Буг)-Велідарівка,,районна
Миколаївська,С151008,4800000000,6.3,Маложенівка-Богодарівка  ,,районна
Миколаївська,С151009,4800000000,4.7,(Калинівка-Семенівка)-Новоолександрівка,,районна
Миколаївська,С151101,4800000000,1.2,(Одеса-Новоазовськ)-Луч,,районна
Миколаївська,С151102,4800000000,1.0,(Миколаїв-Херсон)-Першотравневе)-Степова Долина,,районна
Миколаївська,С151103,4800000000,0.8,((Миколаїв-Херсон)-Першотравневе)-Новогригорівка,,районна
Миколаївська,С151104,4800000000,0.6,(Засілля-межа Херсонської області)-Квітневе,,районна
Миколаївська,С151105,4800000000,1.5,((Миколаїв - Дніпро) - Грейгове) - Водокачка,,районна
Миколаївська,С151106,4800000000,1.3,(Калинівка-Снігурівка)-Червоне,,районна
Миколаївська,С151107,4800000000,1.1,(Миколаїв-Херсон)-Лупареве,,районна
Миколаївська,С151108,4800000000,9.0,Полігон-Водник,,районна
Миколаївська,С151109,4800000000,5.8,Партизанське-Благодатне,,районна
Миколаївська,С151110,4800000000,8.1,Зайчівське-Добра Надія-Ясна Поляна,,районна
Миколаївська,С151201,4800000000,6.0,(Казанка-Великофедорівка)-Нова Висунь,,районна
Миколаївська,С151202,4800000000,8.1,(Дніпро-Миколаїв)-Троянка)-Тарасівка,,районна
